FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature (celcius),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),feat_Co,feat_Si,feat_Ni,feat_Re,feat_Fe,feat_Zr,feat_Ru,feat_Ti,feat_Ta,feat_Al,feat_W,feat_Mo,feat_V,feat_Cu,feat_Nb,feat_Hf,feat_Cr,feat_Mn,Target_Energy,Target_Risk,Target_Price
Nb1 Ti1 Zr1,BCC,CAST,BCC,,,6.5,372.0,C,25.0,1223.0,,48.0,,,94.0,,,,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1495.135021551724,0.39532586206896553,55.934603448275865
Hf1 Nb1 Ti1 Zr1,BCC,CAST,BCC,,,8.4,351.0,C,25.0,1000.0,,52.0,,,89.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,1337.453409340057,0.5478066213549659,422.9526370922556
Co1 Cr1 Fe1 Ni1,FCC,CAST,FCC,,,8.2,168.9,C,25.0,163.0,,80.0,,,226.0,,,,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,216.25667524172803,0.32786290251042316,13.117077530382328
Co1 Cr1 Fe1 Ni1 W0.2,FCC,CAST,FCC,,,8.9,244.0,C,25.0,335.0,,52.0,,,238.0,,,,0.23809523809523808,0.0,0.23809523809523808,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,266.9781030248486,0.2876407477462361,17.90999702548927
Co1 Cr1 Fe1 Ni1 W0.5,FCC+Sec.,CAST,other,,,9.8,357.9,C,25.0,556.0,,35.6,,,,,,,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,321.025237885185,0.24478130316970192,23.017179091310098
Cr1 Fe1 Mo1 Nb1 V1,BCC+Laves,CAST,other,,,8.1,826.0,C,25.0,2663.0,,2.7,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,1160.202896674721,0.3784366298469682,86.93050799677827
Cr1 Fe1 Mo1 Nb1 Ti1,BCC+Laves,CAST,other,,,7.6,792.0,C,25.0,1647.0,,0.9,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,702.9470354354702,0.2925739037060685,32.67045970339843
Fe1 Mo1 Nb1 Ti1 V1,BCC+B2,CAST,other,,,7.4,699.0,C,25.0,1707.0,,1.7,,,,,,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1168.5093735444807,0.2850866616208663,88.30246652305543
Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,FCC,WROUGHT,FCC,,,7.8,107.0,T,25.0,62.0,169.0,98.0,,16.6,200.0,,,,0.0,0.0,0.4166666666666667,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.10416666666666667,0.0,0.0,0.20833333333333334,0.0,205.609806517811,0.1821511454643535,7.8223087340478115
Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,FCC+L12,WROUGHT,other,,,7.8,209.0,T,25.0,350.0,642.0,73.0,,47.0,,,,,0.0,0.0,0.4166666666666667,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.10416666666666667,0.0,0.0,0.20833333333333334,0.0,205.609806517811,0.1821511454643535,7.8223087340478115
Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,FCC+L12+Sec.,WROUGHT,other,,,7.8,321.0,T,25.0,535.0,904.0,39.0,,35.2,,,,,0.0,0.0,0.4166666666666667,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.10416666666666667,0.0,0.0,0.20833333333333334,0.0,205.609806517811,0.1821511454643535,7.8223087340478115
Al0.15 Cr0.5 Cu0.25 Fe0.5 Ni1,FCC+L12+Sec.,WROUGHT,other,,,7.8,159.0,T,25.0,255.0,584.0,88.0,,51.4,,,,,0.0,0.0,0.4166666666666667,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.10416666666666667,0.0,0.0,0.20833333333333334,0.0,205.609806517811,0.1821511454643535,7.8223087340478115
Co1 Cr1 Fe1 Ni1 Ti0.3,FCC,WROUGHT,FCC,90.0,,7.8,263.0,T,25.0,540.0,772.0,60.0,,,214.0,,,,0.23255813953488372,0.0,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,238.48752819811438,0.30882858465272006,13.143001863890149
Co1 Cr1 Fe1 Ni1 Ti0.3,FCC,WROUGHT,FCC,216.0,,7.8,185.0,,,,,,,,214.0,,,,0.23255813953488372,0.0,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,238.48752819811438,0.30882858465272006,13.143001863890149
Co0.333 Cr0.667 Fe0.667 Ni1 Ti0.2,FCC,WROUGHT,FCC,263.0,,7.8,197.0,,,,,,,,213.0,,,,0.11614928496686433,0.0,0.3487966515521451,0.0,0.2326473665852808,0.0,0.0,0.06975933031042902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326473665852808,0.0,243.34231615078176,0.23297989180998743,10.87871451698778
Co0.333 Cr0.667 Fe0.667 Ni1 Ti0.2,FCC,WROUGHT,FCC,90.0,,7.8,308.0,T,25.0,586.0,875.0,46.0,,,213.0,,,,0.11614928496686433,0.0,0.3487966515521451,0.0,0.2326473665852808,0.0,0.0,0.06975933031042902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326473665852808,0.0,243.34231615078176,0.23297989180998743,10.87871451698778
Cr0.5 Fe0.5 Ni1 Ti0.15,FCC,WROUGHT,FCC,90.0,,7.8,335.0,T,25.0,672.0,982.0,37.0,,,212.0,,,,0.0,0.0,0.46511627906976744,0.0,0.23255813953488372,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,248.15201330656438,0.15711078925290403,8.61923044815741
Cr0.5 Fe0.5 Ni1 Ti0.15,FCC,WROUGHT,FCC,324.0,,7.8,204.0,,,,,,,,212.0,,,,0.0,0.0,0.46511627906976744,0.0,0.23255813953488372,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,248.15201330656438,0.15711078925290403,8.61923044815741
Hf0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,,,6.5,338.3,C,25.0,1160.0,,50.0,,,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,1508.2715997493465,0.5779339130966391,324.15623958795027
Hf0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,,,6.5,338.3,C,600.0,405.0,,50.0,,,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,1508.2715997493465,0.5779339130966391,324.15623958795027
Hf0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,,,6.5,338.3,C,800.0,85.0,,50.0,,,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,1508.2715997493465,0.5779339130966391,324.15623958795027
Hf0.25 Nb0.125 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,,,6.6,332.4,C,25.0,1115.0,,50.0,,,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,1530.9260501323593,0.5402834554652549,308.0265613739663
Hf0.25 Nb0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,,,6.7,322.5,C,25.0,1065.0,,50.0,,,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,1550.7635505888652,0.5073146145610279,293.9025153907923
Hf0.25 Nb0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,,,6.7,322.5,C,600.0,718.0,,50.0,,,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,1550.7635505888652,0.5073146145610279,293.9025153907923
Hf0.25 Nb0.25 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,,,6.7,322.5,C,800.0,135.0,,50.0,,,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,1550.7635505888652,0.5073146145610279,293.9025153907923
Hf0.25 Nb0.375 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,,,6.8,318.9,C,25.0,1025.0,,50.0,,,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.38095238095238093,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.14285714285714285,0.09523809523809523,0.0,0.0,1568.2787546226004,0.4782053033118924,281.4319146858522
Hf0.25 Nb0.5 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,,,6.9,310.4,C,25.0,980.0,,50.0,,,101.0,,,,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,1583.8569056433084,0.45231526823868307,270.3404708907167
Hf0.25 Nb0.5 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,,,6.9,310.4,C,600.0,859.0,,50.0,,,101.0,,,,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,1583.8569056433084,0.45231526823868307,270.3404708907167
Hf0.25 Nb0.5 Ti1 V0.5 Zr0.5,BCC,CAST,BCC,,,6.9,310.4,C,800.0,195.0,,50.0,,,101.0,,,,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,1583.8569056433084,0.45231526823868307,270.3404708907167
Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,,,8.1,398.0,T,25.0,1190.0,1300.0,4.3,,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,169.06136762332468,0.31480608378359415,5.936130446986176
Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,1.4,,8.1,367.0,T,25.0,1170.0,1270.0,10.7,,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,169.06136762332468,0.31480608378359415,5.936130446986176
Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,1.5,,8.1,312.0,T,25.0,1030.0,1190.0,11.4,,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,169.06136762332468,0.31480608378359415,5.936130446986176
Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,1.9,,8.1,271.0,T,25.0,970.0,1110.0,12.1,,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,169.06136762332468,0.31480608378359415,5.936130446986176
Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,2.2,,8.1,183.0,T,25.0,850.0,960.0,14.3,,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,169.06136762332468,0.31480608378359415,5.936130446986176
Cr1 Cu1 Fe1 Mn1 Ni1,Other,WROUGHT,other,6.5,,8.1,162.0,T,25.0,470.0,640.0,34.8,,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,169.06136762332468,0.31480608378359415,5.936130446986176
Al1 Co1 Cr1 Fe1 Ni1,BCC+FCC,POWDER,other,10.21,,6.7,550.0,C,25.0,1221.1,,30.0,23.2,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,214.4657740453177,0.2938907067025828,11.88082435430201
Al1 Co1 Cr1 Fe1 Ni1,BCC+FCC,POWDER,other,15.68,,6.7,510.0,C,25.0,1186.7,,33.0,26.5,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,214.4657740453177,0.2938907067025828,11.88082435430201
Al1 Co1 Cr1 Fe1 Ni1,BCC+FCC,POWDER,other,16.7,,6.7,503.0,C,25.0,1112.9,,30.0,21.4,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,214.4657740453177,0.2938907067025828,11.88082435430201
Mo1 Nb1 Ta1 W1,BCC,POWDER,BCC,,,13.7,504.5,C,25.0,1217.0,,7.5,3.8,,250.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,1948.4947981576806,0.2379135554953491,134.3321873024474
Mo1 Nb1 Si0.25 Ta1 W1,BCC+Sec.,POWDER,other,,,12.9,567.0,C,25.0,1826.0,,16.5,10.5,,,,,,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.23529411764705882,0.23529411764705882,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,1925.6177001725607,0.2352217337215576,132.67095095621775
Mo1 Nb1 Si0.5 Ta1 W1,BCC+Sec.,POWDER,other,,,12.2,697.0,C,25.0,1883.0,,11.0,5.8,,,,,,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,1903.3065906869006,0.23259650868864445,131.05081425765593
Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,POWDER,other,,,11.6,682.6,C,25.0,2483.0,,6.2,1.6,,,,,,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,1881.5407221808975,0.23003543915053914,129.47027061121332
Mo1 Nb1 Ta1 W1,BCC,POWDER,BCC,,,13.7,420.0,,200.0,,,,,,250.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,1948.4947981576806,0.2379135554953491,134.3321873024474
Mo1 Nb1 Si0.25 Ta1 W1,BCC+Sec.,POWDER,other,,,12.9,425.0,,200.0,,,,,,,,,,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.23529411764705882,0.23529411764705882,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,1925.6177001725607,0.2352217337215576,132.67095095621775
Mo1 Nb1 Si0.5 Ta1 W1,BCC+Sec.,POWDER,other,,,12.2,535.0,,200.0,,,,,,,,,,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,1903.3065906869006,0.23259650868864445,131.05081425765593
Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,POWDER,other,,,11.6,640.0,,200.0,,,,,,,,,,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,1881.5407221808975,0.23003543915053914,129.47027061121332
Mo1 Nb1 Ta1 W1,BCC,POWDER,BCC,,,13.7,425.0,,400.0,,,,,,250.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,1948.4947981576806,0.2379135554953491,134.3321873024474
Mo1 Nb1 Si0.25 Ta1 W1,BCC+Sec.,POWDER,other,,,12.9,420.0,,400.0,,,,,,,,,,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.23529411764705882,0.23529411764705882,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,1925.6177001725607,0.2352217337215576,132.67095095621775
Mo1 Nb1 Si0.5 Ta1 W1,BCC+Sec.,POWDER,other,,,12.2,560.0,,400.0,,,,,,,,,,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,1903.3065906869006,0.23259650868864445,131.05081425765593
Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,POWDER,other,,,11.6,600.0,,400.0,,,,,,,,,,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,1881.5407221808975,0.23003543915053914,129.47027061121332
Mo1 Nb1 Ta1 W1,BCC,POWDER,BCC,,,13.7,340.0,,600.0,,,,,,250.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,1948.4947981576806,0.2379135554953491,134.3321873024474
Mo1 Nb1 Si0.25 Ta1 W1,BCC+Sec.,POWDER,other,,,12.9,425.0,,600.0,,,,,,,,,,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.23529411764705882,0.23529411764705882,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,1925.6177001725607,0.2352217337215576,132.67095095621775
Mo1 Nb1 Si0.5 Ta1 W1,BCC+Sec.,POWDER,other,,,12.2,540.0,,600.0,,,,,,,,,,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,1903.3065906869006,0.23259650868864445,131.05081425765593
Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,POWDER,other,,,11.6,650.0,,600.0,,,,,,,,,,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,1881.5407221808975,0.23003543915053914,129.47027061121332
Mo1 Nb1 Ta1 W1,BCC,POWDER,BCC,,,13.7,335.5,,800.0,,,,,,250.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,1948.4947981576806,0.2379135554953491,134.3321873024474
Mo1 Nb1 Si0.25 Ta1 W1,BCC+Sec.,POWDER,other,,,12.9,399.2,,800.0,,,,,,,,,,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.23529411764705882,0.23529411764705882,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,1925.6177001725607,0.2352217337215576,132.67095095621775
Mo1 Nb1 Si0.5 Ta1 W1,BCC+Sec.,POWDER,other,,,12.2,550.5,,800.0,,,,,,,,,,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,1903.3065906869006,0.23259650868864445,131.05081425765593
Mo1 Nb1 Si0.75 Ta1 W1,BCC+Sec.,POWDER,other,,,11.6,597.3,,800.0,,,,,,,,,,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,1881.5407221808975,0.23003543915053914,129.47027061121332
Al0.5 Co1 Cr1 Fe1 Ni1,FCC+BCC,,other,,,7.3,250.0,,,,,,,,,,,,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,215.3106716886378,0.3099178489223686,12.464054404687172
Al1 Co1 Cr1 Fe1 Ni1,BCC,,BCC,,,6.7,500.0,,,,,,,,184.0,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,214.4657740453177,0.2938907067025828,11.88082435430201
Al1 Co0.5 Cr0.5 Fe0.5 Ni0.5,BCC,,BCC,,,5.9,733.0,,,,,,,,160.0,,,,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,213.02072149452437,0.2664790279865436,10.883309355092692
Al0.5 Co1 Fe1 Ni1 Ti0.5,FCC+BCC,,other,,,6.9,733.0,,,,,,,,,,,,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.14091135399133,0.19056298157851062,13.120785461959741
Al0.5 Co1 Cr1 Fe1 Ni1 Ti0.5,FCC+FCC,,other,,,6.9,640.0,,,,,,,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,249.19754835764684,0.28261110371455206,12.562926945242216
Al0.5 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,FCC+BCC+Sec.,,other,,,7.8,385.0,,,,,,,,,,,,0.17543859649122806,0.0,0.17543859649122806,0.0,0.17543859649122806,0.0,0.0,0.0,0.03508771929824561,0.08771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.17543859649122806,0.17543859649122806,644.2076648085313,0.35668762118274355,43.006055804653414
Al0.5 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,FCC+BCC+Sec.,,other,,,8.3,486.0,,,,,,,,,,,,0.1694915254237288,0.0,0.1694915254237288,0.0,0.1694915254237288,0.0,0.0,0.0,0.06779661016949153,0.0847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.1694915254237288,0.1694915254237288,1011.8475878450322,0.35385308652087255,69.13988014306385
Al0.55 Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,FCC+BCC+Sec.,,other,,,8.6,570.0,,,,,,,,,,,,0.1626016260162602,0.0,0.1626016260162602,0.0,0.1626016260162602,0.0,0.0,0.0,0.0975609756097561,0.0894308943089431,0.0,0.0,0.0,0.0,0.0,0.0,0.1626016260162602,0.1626016260162602,1309.6485999569102,0.3503873861157131,90.27629361901293
Co1 Cr1 Fe1 Mn1 Ni1 Ta0.2,FCC+BCC,,other,,,8.5,200.0,,,,,,,,,,,,0.1923076923076923,0.0,0.1923076923076923,0.0,0.1923076923076923,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.1923076923076923,663.1567990144982,0.37146009033766075,44.77251145014056
Co1 Cr1 Fe1 Mn1 Ni1 Ta0.4,FCC+BCC,,other,,,9.0,290.0,,,,,,,,,,,,0.18518518518518517,0.0,0.18518518518518517,0.0,0.18518518518518517,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.18518518518518517,1042.9110522138442,0.36700172912296614,71.72445830262487
Co1 Cr1 Fe1 Mn1 Ni1 Ta0.6,FCC+BCC,,other,,,9.4,345.0,,,,,,,,,,,,0.17857142857142858,0.0,0.17857142857142858,0.0,0.17857142857142858,0.0,0.0,0.0,0.10714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.17857142857142858,1352.0001825333572,0.36337298506311533,93.66115484484664
Al0.3 Co1 Cr1 Fe1 Ni1,FCC,,FCC,,,7.6,160.0,,,,,,,,210.0,,,,0.23255813953488372,0.0,0.23255813953488372,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0,215.67595930705528,0.31684711030425505,12.716211240227096
Al0.3 Co1 Cr1 Fe1 Mo0.1 Ni1,FCC,,FCC,,,7.7,200.0,,,,,,,,214.0,,,,0.22727272727272727,0.0,0.22727272727272727,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,211.60449148464522,0.33062517221950327,13.25224656486352
Co0.139 Cr0.446 Cu0.99 Ni1 Si0.277,,WROUGHT,other,,,7.6,142.5,T,25.0,777.0,810.0,3.4,,,,,,,0.04873772791023843,0.09712482468443198,0.3506311360448807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34712482468443195,0.0,0.0,0.1563814866760168,0.0,179.84932246126377,0.26617462054994323,9.450507429388525
Co0.139 Cr0.446 Cu0.99 Ni1 Si0.277,,WROUGHT,other,,,7.6,147.4,,,,,,,,,,,,0.04873772791023843,0.09712482468443198,0.3506311360448807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34712482468443195,0.0,0.0,0.1563814866760168,0.0,179.84932246126377,0.26617462054994323,9.450507429388525
