FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: BCC/FCC/other,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: Calculated Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature (celcius),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: Calculated Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),feat_Co,feat_Si,feat_Ni,feat_Re,feat_Fe,feat_Zr,feat_Ru,feat_Ti,feat_Ta,feat_Al,feat_W,feat_Mo,feat_V,feat_Cu,feat_Nb,feat_Hf,feat_Cr,feat_Mn,Target_Energy,Target_Risk,Target_Price
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.2,FCC,CAST,FCC,,,7.5,272.0,,25.0,,,,,,185.0,,,,0.17543859649122806,0.0,0.17543859649122806,0.0,0.17543859649122806,0.0,0.0,0.03508771929824561,0.0,0.08771929824561403,0.0,0.0,0.0,0.17543859649122806,0.0,0.0,0.17543859649122806,0.0,194.8981972224537,0.30623172709036967,11.181045200817755
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.4,FCC,CAST,FCC,,,7.3,321.0,,25.0,,,,,,182.0,,,,0.1694915254237288,0.0,0.1694915254237288,0.0,0.1694915254237288,0.0,0.0,0.06779661016949153,0.0,0.0847457627118644,0.0,0.0,0.0,0.1694915254237288,0.0,0.0,0.1694915254237288,0.0,206.58416965129578,0.29741425409142913,11.251558225140528
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.6,FCC+BCC,CAST,other,,,7.2,458.0,,25.0,,,,,,,,,,0.1639344262295082,0.0,0.1639344262295082,0.0,0.1639344262295082,0.0,0.0,0.09836065573770492,0.0,0.0819672131147541,0.0,0.0,0.0,0.1639344262295082,0.0,0.0,0.1639344262295082,0.0,217.5945740319182,0.28910652070212733,11.31799487956718
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,FCC+BCC+Sec.,CAST,other,,,7.1,590.0,,25.0,,,,,,,,,,0.15873015873015872,0.0,0.15873015873015872,0.0,0.15873015873015872,0.0,0.0,0.126984126984127,0.0,0.07936507936507936,0.0,0.0,0.0,0.15873015873015872,0.0,0.0,0.15873015873015872,0.0,227.98634667073554,0.2812655664972593,11.380698717121088
Al0.417 Co0.833 Cr0.833 Cu0.833 Fe0.833 Ni0.833 Ti1,FCC+BCC+Sec.,CAST,other,,,6.9,646.0,,25.0,,,,,,,,,,0.14922966678609814,0.0,0.14922966678609814,0.0,0.14922966678609814,0.0,0.0,0.17914725904693657,0.0,0.07470440702257254,0.0,0.0,0.0,0.14922966678609814,0.0,0.0,0.14922966678609814,0.0,247.13104713875686,0.2668070532440175,11.495783102645284
Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 Ti1,FCC+BCC+B2+Sec.,CAST,other,,,6.8,664.0,,25.0,,,,,,,,,,0.14491577024558555,0.0,0.14491577024558555,0.0,0.14491577024558555,0.0,0.0,0.2029632636492795,0.0,0.07245788512279278,0.0,0.0,0.0,0.14491577024558555,0.0,0.0,0.14491577024558555,0.0,255.9547880085653,0.2601624038960793,11.549459973091281
Al0.312 Co0.625 Cr0.625 Cu0.625 Fe0.625 Ni0.625 Ti1,FCC+BCC+B2+Sec.,CAST,other,,,6.7,657.0,,25.0,,,,,,,,,,0.1408609420779806,0.0,0.1408609420779806,0.0,0.1408609420779806,0.0,0.0,0.22537750732476897,0.0,0.07031778228532792,0.0,0.0,0.0,0.1408609420779806,0.0,0.0,0.1408609420779806,0.0,264.30822549866303,0.2538761140357627,11.600414485523977
Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 Ti1,FCC+BCC+B2+Sec.,CAST,other,,,6.6,667.0,,25.0,,,,,,,,,,0.13701330704780681,0.0,0.13701330704780681,0.0,0.13701330704780681,0.0,0.0,0.24642681123706262,0.0,0.06850665352390341,0.0,0.0,0.0,0.13701330704780681,0.0,0.0,0.13701330704780681,0.0,272.20992714986573,0.24789733555493842,11.64754329723225
Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 Ti1,FCC+BCC+B2+Sec.,CAST,other,,,6.5,696.0,,25.0,,,,,,,,,,0.13333333333333333,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,279.8442773202089,0.2421369525914022,11.693608879067899
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,CAST,FCC,,,7.6,215.0,,25.0,,,,,,189.0,,,,0.18181818181818182,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,182.47251239669424,0.3156073388429752,11.10606876033058
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.2,FCC,CAST,FCC,,,7.6,204.0,,25.0,,,,,,186.0,,,,0.17543859649122806,0.0,0.17543859649122806,0.0,0.17543859649122806,0.0,0.0,0.0,0.0,0.08771929824561403,0.0,0.0,0.03508771929824561,0.17543859649122806,0.0,0.0,0.17543859649122806,0.0,297.5693182981119,0.3252969861331423,23.28828033055314
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.4,FCC+BCC,CAST,other,,,7.5,231.0,,25.0,,,,,,,,,,0.1694915254237288,0.0,0.1694915254237288,0.0,0.1694915254237288,0.0,0.0,0.0,0.0,0.0847457627118644,0.0,0.0,0.06779661016949153,0.1694915254237288,0.0,0.0,0.1694915254237288,0.0,405.4026158649141,0.3343751409209728,34.701699104300104
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.6,FCC+BCC+Sec.,CAST,other,,,7.5,328.0,,25.0,,,,,,,,,,0.1639344262295082,0.0,0.1639344262295082,0.0,0.1639344262295082,0.0,0.0,0.0,0.0,0.0819672131147541,0.0,0.0,0.09836065573770492,0.1639344262295082,0.0,0.0,0.1639344262295082,0.0,506.6389492710109,0.34289791751735405,45.416874234381375
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.8,FCC+BCC+Sec.,CAST,other,,,7.4,447.0,,25.0,,,,,,,,,,0.15873015873015872,0.0,0.15873015873015872,0.0,0.15873015873015872,0.0,0.0,0.0,0.0,0.07936507936507936,0.0,0.0,0.126984126984127,0.15873015873015872,0.0,0.0,0.15873015873015872,0.0,601.865728386142,0.35091476815867056,55.49597904746368
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V1,FCC+BCC+Sec.,CAST,other,,,7.4,639.0,,25.0,,,,,,,,,,0.15384615384615385,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.15384615384615385,0.0,691.6026341104573,0.35846944318696244,64.99401822091444
Al0.417 Co0.833 Cr0.833 Cu0.833 Fe0.833 Ni0.833 V1,BCC,CAST,BCC,,,7.3,579.0,,25.0,,,,,,177.0,,,,0.14922966678609814,0.0,0.14922966678609814,0.0,0.14922966678609814,0.0,0.0,0.0,0.0,0.07470440702257254,0.0,0.0,0.17914725904693657,0.14922966678609814,0.0,0.0,0.14922966678609814,0.0,776.4830818220048,0.3656015951092506,73.97752865514593
Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 V1,BCC,CAST,BCC,,,7.3,577.0,,25.0,,,,,,175.0,,,,0.14491577024558555,0.0,0.14491577024558555,0.0,0.14491577024558555,0.0,0.0,0.0,0.0,0.07245788512279278,0.0,0.0,0.2029632636492795,0.14491577024558555,0.0,0.0,0.14491577024558555,0.0,856.620494858106,0.3723617910649058,82.460032822703
Al0.312 Co0.625 Cr0.625 Cu0.625 Fe0.625 Ni0.625 V1,BCC,CAST,BCC,,,7.2,594.0,,25.0,,,,,,174.0,,,,0.1408609420779806,0.0,0.1408609420779806,0.0,0.1408609420779806,0.0,0.0,0.0,0.0,0.07031778228532792,0.0,0.0,0.22537750732476897,0.1408609420779806,0.0,0.0,0.1408609420779806,0.0,932.2848497104096,0.37874900021463487,90.4692269679349
Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 V1,BCC,CAST,BCC,,,7.2,597.0,,25.0,,,,,,172.0,,,,0.13701330704780681,0.0,0.13701330704780681,0.0,0.13701330704780681,0.0,0.0,0.0,0.0,0.06850665352390341,0.0,0.0,0.24642681123706262,0.13701330704780681,0.0,0.0,0.13701330704780681,0.0,1003.6606209099621,0.38474064856477885,98.02322687354538
Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 V1,BCC,CAST,BCC,,,7.2,587.0,,25.0,,,,,,171.0,,,,0.13333333333333333,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.26666666666666666,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,1072.4618799149316,0.3905328156684307,105.30537069093427
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,other,,,7.1,472.0,,25.0,,,,,,,,,,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,183.19943669103452,0.3025605873603595,10.698108484445711
Al1 Co1 Cu1 Fe1 Ni1,FCC+BCC,CAST,other,,,7.0,536.0,,25.0,,,,,,,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,105.45064393939394,0.2329571212121212,10.776508712121212
Al1 Co1 Cu1 Fe1 Ni1 Si1,FCC+BCC,CAST,other,,,5.9,682.0,,25.0,,,,,,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,107.04217878051284,0.2127657571296518,9.903630045533909
Al1 Co1 Cu1 Fe1 Ni1 Ti1,FCC+BCC,CAST,other,,,6.5,626.0,,25.0,,,,,,,,,,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,179.44205919132972,0.19873466508481097,11.202221438419851
Al1 Co1 Cu1 Fe1 Ni1 Zr1,FCC+BCC+Sec.,CAST,other,,,6.9,472.0,,25.0,,,,,,,,,,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,491.8168177467485,0.4273646754124205,21.568082596700634
Co1 Cu1 Fe1 Mn1 Ni1,FCC,CAST,FCC,,,8.4,208.0,T,25.0,,478.0,,14.0,,189.0,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,87.95277092752431,0.31867769557473624,9.905149335525415
Al1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,ANNEAL,other,,,6.8,495.0,,25.0,,,,,,,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,195.85369174511786,0.22635015171555284,6.399310666770404
Al1 Cr1 Cu1 Fe1 Ni0.6,FCC+BCC,ANNEAL,other,,,6.6,496.0,,25.0,,,,,,,,,,0.0,0.0,0.13043478260869565,0.0,0.2173913043478261,0.0,0.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.0,0.2173913043478261,0.0,0.0,0.2173913043478261,0.0,198.75358757449143,0.24739056613466678,5.931900301390507
Al1 Cr1 Cu1 Fe1 Ni0.8,FCC+BCC,ANNEAL,other,,,6.7,486.0,,25.0,,,,,,,,,,0.0,0.0,0.16666666666666669,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.20833333333333334,0.0,197.23426353934832,0.2363669952144529,6.176787650516465
Al0.833 Cr0.833 Cu0.833 Fe0.833 Ni1,FCC+BCC,ANNEAL,other,,,6.8,407.0,,25.0,,,,,,,,,,0.0,0.0,0.23084025854108958,0.0,0.1922899353647276,0.0,0.0,0.0,0.0,0.1922899353647276,0.0,0.0,0.0,0.1922899353647276,0.0,0.0,0.1922899353647276,0.0,194.5908021003321,0.21718715998917712,6.602865464954775
Al0.714 Cr0.714 Cu0.714 Fe0.714 Ni1,FCC+BCC,ANNEAL,other,,,6.9,367.0,,25.0,,,,,,,,,,0.0,0.0,0.25933609958506226,0.0,0.18516597510373445,0.0,0.0,0.0,0.0,0.18516597510373445,0.0,0.0,0.0,0.18516597510373445,0.0,0.0,0.18516597510373445,0.0,193.43603956307658,0.20880869270307056,6.788992143712819
Co1 Cr1 Cu1 Fe1 Ni1,FCC,,FCC,,,8.3,286.0,C,25.0,230.0,888.0,51.0,,,206.0,,,,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,181.67772741427635,0.3298720459499671,11.552113421680911
Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,FCC,CAST,FCC,,,5.9,516.0,C,25.0,980.0,1326.0,,7.0,145.0,131.0,,,,0.0,0.0,0.19999999999999998,0.0,0.1500562429696288,0.0,0.0,0.22497187851518557,0.0,0.22497187851518557,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,210.4495199170588,0.09786470959736936,7.388702477668156
Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,FCC,CAST,FCC,,,5.9,516.0,C,25.0,980.0,1326.0,,7.0,145.0,131.0,,,,0.0,0.0,0.19999999999999998,0.0,0.1500562429696288,0.0,0.0,0.22497187851518557,0.0,0.22497187851518557,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,210.4495199170588,0.09786470959736936,7.388702477668156
Al1 Cu1 Fe1 Ni1 Ti1,FCC,CAST,FCC,,,6.1,516.0,C,25.0,1074.0,1617.0,,8.0,146.0,137.0,,,,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,191.42703803273503,0.09709350043488577,6.950851190005535
Al1 Cu1 Ni1 Ti1,FCC,CAST,FCC,,,5.7,537.0,C,25.0,300.0,536.0,,0.85,108.0,122.0,,,,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,238.75800395758284,0.11752285757775636,8.728408341366888
Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,OTHER,BCC,180.0,,7.7,500.0,C,25.0,1965.0,2061.0,5.0,,,107.0,,,,0.0,0.0,0.0,0.0,0.0,0.2601512181461776,0.0,0.2800336040324839,0.1598991879025483,0.059927191262951554,0.0,0.0,0.0400448053766452,0.0,0.19994399327919352,0.0,0.0,0.0,2430.7776008001224,0.39149527289849795,142.93392689241435
Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,OTHER,BCC,200.0,,8.1,490.0,C,25.0,1965.0,2054.0,5.0,,,110.0,,,,0.0,0.0,0.0,0.0,0.0,0.2601512181461776,0.0,0.2800336040324839,0.19994399327919352,0.059927191262951554,0.0,0.0,0.0,0.0,0.19994399327919352,0.0,0.0,0.0,2552.6464636143514,0.3817429459964949,150.40563453913376
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,BCC,140.0,,9.1,500.0,C,25.0,1841.0,2269.0,10.0,,,107.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.08,0.0,0.0,0.0,0.0,0.2,0.12,0.0,0.0,2373.9065059641775,0.4352893247632037,310.8686686660287
Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,OTHER,BCC,100.0,,7.6,530.0,C,25.0,2035.0,2105.0,5.0,,,109.0,,,,0.0,0.0,0.0,0.0,0.0,0.2001200120012001,0.0,0.3000300030003,0.15991599159915992,0.0999099909990999,0.0,0.0,0.039903990399039906,0.0,0.2001200120012001,0.0,0.0,0.0,2434.434625888003,0.34363498686169724,145.46658012844694
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,OTHER,other,75.0,,7.1,591.0,C,25.0,2000.0,2368.0,10.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.1,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,1893.6023890999675,0.3865147321540901,105.93425760511285
Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,BCC,OTHER,BCC,2000.0,,6.8,408.0,C,25.0,1280.0,1367.0,4.0,,,105.0,,,,0.0,0.0,0.0,0.0,0.0,0.0999099909990999,0.0,0.3000300030003,0.0999099909990999,0.2001200120012001,0.0,0.0,0.0,0.0,0.3000300030003,0.0,0.0,0.0,2066.980399326774,0.20618537147946214,113.55276802168588
Al0.3 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,105.0,,9.5,353.0,C,25.0,1188.0,,50.0,,63.0,105.0,,,,0.0,0.0,0.0,0.0,0.0,0.18867924528301888,0.0,0.18867924528301888,0.18867924528301888,0.05660377358490566,0.0,0.0,0.0,0.0,0.18867924528301888,0.18867924528301888,0.0,0.0,2235.8577712023002,0.4742044321089379,382.4178423575644
Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,86.0,,9.3,396.0,C,25.0,1302.0,,46.0,,97.0,104.0,,,,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,2217.693377746186,0.4700637098507266,379.0204858413371
Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,89.0,,9.1,427.0,C,25.0,1415.0,2050.0,30.0,,102.0,103.0,,,,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.0,0.0,0.0,0.0,0.17391304347826086,0.17391304347826086,0.0,0.0,2195.4385621449296,0.46499054236318305,374.858081906241
Al1 Hf1 Nb1 Ta1 Ti1 Zr1,BCC+Sec.,CAST,other,92.0,,8.9,441.0,C,25.0,1489.0,1900.0,21.0,,103.0,,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,2173.669205394392,0.46002803919666246,370.7864752110216
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,120.0,,9.9,295.0,C,25.0,1073.0,,50.0,,55.0,107.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2263.725821723252,0.48055718246990403,387.63011125388886
Al0.25 Mo1 Nb1 Ti1 V1,BCC,CAST,BCC,,,7.1,460.0,C,25.0,1250.0,1500.0,13.0,,,161.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.058823529411764705,0.0,0.23529411764705882,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.0,1363.3450316729786,0.32812244620688485,102.9371864544945
Al0.5 Mo1 Nb1 Ti1 V1,BCC,CAST,BCC,,,6.8,487.0,C,25.0,1625.0,1800.0,11.0,,,156.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,1337.2787056714037,0.32099754283437376,100.66644474697833
Al0.75 Mo1 Nb1 Ti1 V1,BCC,CAST,BCC,,,6.6,517.0,C,25.0,1260.0,1300.0,8.0,,,151.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.15789473684210525,0.0,0.21052631578947367,0.21052631578947367,0.0,0.21052631578947367,0.0,0.0,0.0,1312.3544031438266,0.31418479725889475,98.495189262922
Al1 Mo1 Nb1 Ti1 V1,BCC,CAST,BCC,,,6.4,537.0,C,25.0,1375.0,1400.0,3.0,,,147.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1288.4986810742093,0.3076641347529,96.41702208803432
Mo1 Nb1 Ti1 V1,BCC,CAST,BCC,,,7.3,441.0,C,25.0,1200.0,2050.0,26.0,,,167.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1390.633712239719,0.3355814648729447,105.31441234748146
Al1 Nb1 Ti1 V1,BCC,ANNEAL,BCC,350.0,,5.5,448.0,C,25.0,1020.0,1318.0,,5.0,,104.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,1804.4432327389118,0.15045185185185184,127.17938271604939
Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Sec.,OTHER,other,,,8.0,540.0,C,25.0,1595.0,2046.0,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.2,0.0,1839.8875757504024,0.4437273695672759,100.83119496259823
Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,OTHER,other,,,6.6,482.0,C,25.0,1298.0,,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,1690.393947989132,0.4688957692652196,98.89894903412653
Cr1 Nb1 Ti1 Zr1,BCC+Sec.,OTHER,other,,,6.6,418.0,C,25.0,1260.0,,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,1327.2352723687454,0.4430474312475791,47.580284517060456
Nb0.5 Ti0.5 V1 Zr0.5,BCC,OTHER,BCC,550.0,,6.4,304.0,C,25.0,918.0,,50.0,,,105.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,2172.5036689828685,0.46174685515754166,156.34547741703605
Nb1 Ti1 V1 Zr1,BCC,OTHER,BCC,550.0,,6.5,335.0,C,25.0,1105.0,,50.0,,,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,1894.795451332438,0.4345155156570297,115.1789354633491
Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,9.9,395.0,C,25.0,1112.0,,50.0,,96.0,115.0,,,,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.19047619047619047,0.19047619047619047,0.0,0.0,0.047619047619047616,0.0,0.0,0.19047619047619047,0.19047619047619047,0.0,0.0,2179.877554626662,0.4877851818451402,373.54655788049774
Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,9.9,480.0,C,25.0,1317.0,,50.0,,102.0,123.0,,,,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,2102.3203826935564,0.49447086790269235,360.51968674491525
Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,9.9,492.0,C,25.0,1373.0,,50.0,,109.0,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.0,0.17391304347826086,0.17391304347826086,0.0,0.0,0.13043478260869565,0.0,0.0,0.17391304347826086,0.17391304347826086,0.0,0.0,2030.3718801933967,0.5006730680092404,348.43487437867657
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,9.9,505.0,C,25.0,1512.0,1800.0,12.0,,115.0,137.0,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,1963.4448784532797,0.5064423980564162,337.1934971413608
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,9.9,335.0,C,25.0,1015.0,,50.0,,85.0,107.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2263.725821723252,0.48055718246990403,387.63011125388886
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,9.9,505.0,C,25.0,1512.0,,12.0,,,137.0,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,1963.4448784532797,0.5064423980564162,337.1934971413608
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,CAST,BCC,,,10.2,542.0,C,25.0,1600.0,1743.0,4.0,,,143.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,1981.1749343964473,0.5840303122056251,377.25687071053693
Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,CAST,other,,,7.8,490.0,C,25.0,1399.0,1608.0,11.0,,,,,,,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,1543.5131358082526,0.43229260517104534,490.39619133127746
Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,BCC,CAST,BCC,,,8.2,301.0,T,25.0,903.0,990.0,19.0,,,103.0,,,,0.0,0.0,0.0,0.0,0.0,0.2501875468867217,0.0,0.3750937734433608,0.12490622655663915,0.0,0.0,0.0,0.0,0.0,0.12490622655663915,0.12490622655663915,0.0,0.0,1980.5597167979536,0.48247308461593963,302.2402563479894
Mo1 Nb1 Ta1 V1,BCC,ANNEAL,BCC,200.0,,10.7,504.0,C,25.0,1525.0,2400.0,21.0,,,186.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,2761.1805704099816,0.36936332739156263,202.70774450386216
Mo1 Nb1 Ta1 V1 W1,BCC,CAST,BCC,80.0,,12.4,536.0,C,25.0,1246.0,1270.0,2.0,,,229.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,2097.332481516399,0.2695166311053772,155.45231561884913
